horizon,mse,rmse,mae,mape,mdape,smape,coverage
176 days,707.6088601121713,26.600918407306377,20.759238163790094,0.03618220793765901,0.029720101002680487,0.03657862188371744,0.7191780821917808
177 days,704.4844530087779,26.542126007702887,20.66510052437916,0.03604146061283188,0.029720101002680487,0.036435682771371804,0.726027397260274
178 days,692.8501209988392,26.322046292012313,20.546593382392846,0.03596487758901484,0.03018560500107351,0.03629955044407625,0.726027397260274
179 days,695.5473511431054,26.37323171594838,20.470027107273395,0.035804972397197446,0.029720101002680487,0.03615706273434946,0.7191780821917808
180 days,697.3694452482656,26.40775350627663,20.569984494123474,0.03601404384541919,0.029720101002680487,0.03635106273803736,0.7123287671232876
181 days,696.035733371857,26.382489142835954,20.598530152015616,0.03608595896848305,0.029720101002680487,0.036412366146831236,0.7123287671232876
182 days,730.4068547186786,27.026040307797192,21.193685893015846,0.03729480173508261,0.03018560500107351,0.037553554183066294,0.6986301369863014
183 days,779.046823343373,27.911410271488844,22.02658484990583,0.03864775680589687,0.030699876827783648,0.038972965227171835,0.6917808219178082
184 days,781.1905217098332,27.949785718495825,22.112695305399914,0.038837683002338586,0.030699876827783648,0.03916047674664141,0.6917808219178082
185 days,753.8460109905574,27.456256317833233,21.864630195974286,0.038408275675455905,0.030699876827783648,0.038735165013235685,0.6986301369863014
186 days,714.4555821852101,26.72930193972918,21.222477402389334,0.03733521473827938,0.03025376281895233,0.03762688127884269,0.7191780821917808
187 days,702.5063397094802,26.50483615700124,20.911342887749875,0.03679014535228855,0.029720101002680487,0.03707630982656434,0.726027397260274
188 days,726.4026314438377,26.95185766220647,21.378056796369858,0.03750063991121645,0.03025376281895233,0.03784120497241869,0.7123287671232876
189 days,737.0960962293617,27.149513738359325,21.691130304346192,0.03802578048931903,0.030533257059510457,0.038387177378308865,0.7123287671232876
190 days,743.091016306304,27.259695821969547,21.97563906714096,0.03854627982538878,0.030699876827783648,0.03890098947020054,0.7123287671232876
191 days,747.619965798213,27.342640066354473,22.108950669762567,0.038815811639531905,0.031858278671437534,0.03915994102774581,0.7123287671232876
192 days,736.5643464593626,27.139718982689608,21.79625454436764,0.0382807536137141,0.031858278671437534,0.038617538094168985,0.726027397260274
193 days,743.8177845081688,27.273023017409873,21.922991121945778,0.03843733888497485,0.031858278671437534,0.038809848686578795,0.7191780821917808
194 days,752.639379018576,27.434273801552976,22.04450053728787,0.0387481036120403,0.034747859684482886,0.03906868648006684,0.7123287671232876
195 days,761.7759080704606,27.600288188177682,22.28102668982568,0.0390390827244008,0.03619851562155254,0.03942281869881566,0.7054794520547946
196 days,743.9994974937227,27.276354182583177,22.082611303038405,0.03865265813024833,0.035189280479207864,0.03905843843521163,0.7123287671232876
197 days,730.6836852813935,27.03116137500188,21.845682893899465,0.038287794459916986,0.035189280479207864,0.03866955730994288,0.726027397260274
198 days,720.0976712095027,26.834635663811476,21.708913338619773,0.03801318755372306,0.035189280479207864,0.03841222501368945,0.7397260273972602
199 days,755.0576187779525,27.478311789081083,22.51516773765106,0.03933043061848617,0.03637743561788001,0.039785481811960045,0.7123287671232876
200 days,784.6299880216276,28.01124752704934,23.116464793828612,0.04030901390406229,0.03647216210869932,0.04080563286493251,0.6986301369863014
201 days,755.3993413269412,27.484529126891392,22.792532358069074,0.03980086676324317,0.03637743561788001,0.040258208635109795,0.7054794520547946
202 days,744.709063657272,27.289358066053367,22.62022964121585,0.039508139158444006,0.03637743561788001,0.03995108391441585,0.6986301369863014
203 days,749.913207929032,27.384543230242713,22.83141240594832,0.039910834357124135,0.03637743561788001,0.04033649182763634,0.6986301369863014
204 days,780.6352555997105,27.93985067246621,23.467969183264525,0.041101548393622456,0.03674676104477003,0.0414904686418495,0.684931506849315
205 days,793.3815130020614,28.167028828083048,23.741919658301185,0.04164908636322903,0.03759865661148429,0.042003547916685986,0.6712328767123288
206 days,789.9155512430325,28.105436328992162,23.84852564397337,0.04183908606714386,0.038004849014994346,0.042186991143426084,0.678082191780822
207 days,759.9135135840686,27.56652886353428,23.282097211797886,0.04081293500871694,0.03674676104477003,0.041165401935656695,0.6917808219178082
208 days,762.4679869132203,27.612822871144854,23.331657123574026,0.04089270125985912,0.03759865661148429,0.04123174039919205,0.684931506849315
209 days,769.2905860133134,27.736088152681397,23.41390078997484,0.04100291925252783,0.038004849014994346,0.04135053831664188,0.678082191780822
210 days,770.3415617292692,27.75502768381378,23.420186163051984,0.04125238579785382,0.03759865661148429,0.04147685711265257,0.678082191780822
211 days,750.7432157504261,27.399693716361615,23.105074483677967,0.04070150953760336,0.038004849014994346,0.040919224957510776,0.6917808219178082
212 days,755.6609412501499,27.489287754508116,23.21808717741169,0.04082226962289724,0.038004849014994346,0.04107964208399161,0.684931506849315
213 days,753.2278488814045,27.444996791426384,23.28403209135012,0.0409325640031159,0.038004849014994346,0.04118856940092672,0.6917808219178082
214 days,732.6088292071435,27.06674766585641,22.809627322653583,0.04008913188339673,0.03759865661148429,0.04033586701993187,0.7054794520547946
215 days,721.6369891745744,26.863301903797574,22.66016586524324,0.03979577847515888,0.03619851562155254,0.04004523231426396,0.7191780821917808
216 days,717.9915264990707,26.795363899358986,22.608692233861845,0.039687601391649764,0.03619851562155254,0.039936613299357764,0.7191780821917808
217 days,706.8281928690844,26.586240668230708,22.2547148001123,0.03907275636413633,0.03489899102055134,0.039312604137455125,0.726027397260274
218 days,735.7668966943123,27.125023441359684,22.68915361357579,0.03962026115094321,0.03489899102055134,0.03996195351763758,0.7191780821917808
219 days,691.6069541746941,26.29842113463647,22.004376797805467,0.03840405121883204,0.03445524714254918,0.038742353684927205,0.7328767123287672
220 days,651.426580801317,25.523059785247476,21.468058926880527,0.03756913751858734,0.033921513324553385,0.03784155892402516,0.7465753424657534
221 days,632.0512017004229,25.14062850647181,21.21779908897129,0.03713658670203914,0.033921513324553385,0.03739061615405897,0.7465753424657534
222 days,645.5741431606616,25.40815111653466,21.370107108963175,0.037345261231098534,0.033921513324553385,0.03761450769802704,0.7397260273972602
223 days,644.3981377340106,25.384998281150434,21.29654996850864,0.0372110259577543,0.033921513324553385,0.03747985272723288,0.7397260273972602
224 days,633.4591883246599,25.16861514514972,21.126729175407135,0.036971218240768385,0.0329030976675704,0.037212191629855215,0.7465753424657534
225 days,636.0178385317703,25.219394095254753,21.035095924834135,0.03695865627428034,0.0329030976675704,0.03712557344444221,0.7397260273972602
226 days,633.9758645167254,25.178877348220382,20.920305094841012,0.03679348740224566,0.0329030976675704,0.03694173534710325,0.7397260273972602
227 days,627.5868977549477,25.051684529287602,20.63211196931939,0.03626093587843814,0.0329030976675704,0.03641729990849607,0.7397260273972602
228 days,638.6643292056293,25.27180898166234,20.81779152410533,0.036629975921939756,0.0329030976675704,0.03676546817627855,0.726027397260274
229 days,639.5634291848464,25.28959132103258,20.830609742970246,0.03662726260636151,0.03268389197036122,0.03677371373219402,0.726027397260274
230 days,622.8456616528582,24.956876039537846,20.43598480314563,0.035894583593188124,0.030208426131136158,0.03605522047561137,0.7328767123287672
231 days,619.0626908444435,24.88097045624313,20.371743185189068,0.03568892912682667,0.030208426131136158,0.035899656686810555,0.7328767123287672
232 days,599.7394648986883,24.48957869990189,19.927753756548555,0.03491420074969434,0.027739239158589796,0.03512201921566758,0.7397260273972602
233 days,619.072900938318,24.881175634168052,20.2988825892821,0.035515033739042176,0.030136995331592174,0.035759281441679946,0.726027397260274
234 days,680.3682294615894,26.083869142855118,20.887276655590092,0.036376136147121346,0.030208426131136158,0.036717310224749666,0.7123287671232876
235 days,661.8208526235601,25.72587904471993,20.501398035310142,0.035769125929039566,0.027739239158589796,0.03607419578330503,0.726027397260274
236 days,640.8898618963597,25.31580261213062,20.065982528067266,0.03506312936011317,0.027739239158589796,0.0353392530300165,0.7328767123287672
237 days,648.3401846104746,25.462525102795176,20.316821345878427,0.035542409922773285,0.027739239158589796,0.03580332339046394,0.726027397260274
